"station","layer","latitude","longitude","cbSeg92","state","stationGrpName","parmName","gamName","periodName","seasonName","gamDiff.bl.mn.obs","gamDiff.cr.mn.obs","gamDiff.abs.chg.obs","gamDiff.pct.chg","gamDiff.chg.pval","mapLayer"
"EE3.1","Surface",38.19685,-75.97321,"TANMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Jul-Sep",5.261456655,10.70329274,5.441836087,103.4283174,9.28e-07,"CHLA|Surface|Jul-Sep"
"EE3.2","Surface",37.98139,-75.92423,"TANMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Annual",5.44645574,9.380529008,3.934073269,72.23180462,6.09e-05,"CHLA|Surface|Annual"
"EE3.2","Surface",37.98139,-75.92423,"TANMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Mar-May",5.704290429,10.0578431,4.353552671,76.32066995,7.29e-05,"CHLA|Surface|Mar-May"
"EE3.2","Surface",37.98139,-75.92423,"TANMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Jul-Sep",6.410933201,10.7161012,4.305167996,67.1535307,0.000200061,"CHLA|Surface|Jul-Sep"
"EE3.3","Surface",37.91455,-75.80148,"POCMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Annual",6.161267403,10.73744283,4.576175426,74.2732806,7.02e-06,"CHLA|Surface|Annual"
"EE3.3","Surface",37.91455,-75.80148,"POCMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Mar-May",6.496238027,10.97611391,4.479875885,68.96107973,0.000107756,"CHLA|Surface|Mar-May"
"EE3.3","Surface",37.91455,-75.80148,"POCMH_MD","MD","Lower Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Jul-Sep",8.293320931,14.18176397,5.888443037,71.00223283,4.68e-05,"CHLA|Surface|Jul-Sep"
"ET1.1","Surface",39.56976,-75.96782,"NORTF","MD","Upper Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Annual",24.6628573,26.98332278,2.320465473,9.408745485,0.523668848,"CHLA|Surface|Annual"
"ET1.1","Surface",39.56976,-75.96782,"NORTF","MD","Upper Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Mar-May",20.26197972,22.10279002,1.840810305,9.085046629,0.54187412,"CHLA|Surface|Mar-May"
"ET1.1","Surface",39.56976,-75.96782,"NORTF","MD","Upper Eastern Shore","Chlorophyll a (Corrected) [ug/L]","Non-linear Trend","Full Period","Jul-Sep",54.06830558,59.28362129,5.215315712,9.645790922,0.519927537,"CHLA|Surface|Jul-Sep"
